@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
5173,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,5
4461,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,6
4814,5.8,0.36,0.5,1,0.127,63,178,0.99212,3.1,0.45,9.7,5
1750,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6
2066,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,5
382,7.2,0.28,0.26,12.5,0.046,48,179,0.9975,3.1,0.52,9,6
747,7,0.21,0.34,8.5,0.033,31,253,0.9953,3.22,0.56,10.5,6
498,6.8,0.23,0.32,1.6,0.026,43,147,0.9904,3.29,0.54,12.5,6
2769,7.7,0.3,0.34,1.2,0.048,4,119,0.99084,3.18,0.34,12.1,6
3179,7.6,0.15,0.35,4.3,0.051,23,98,0.99422,3.1,0.44,9.5,6
2134,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,6
4097,8,0.25,0.35,1.1,0.054,13,136,0.99366,3.08,0.55,9.5,5
3658,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,8
4944,4.6,0.52,0.15,2.1,0.054,8,65,0.9934,3.9,0.56,13.1,4
4889,6.8,0.22,0.36,1.2,0.052,38,127,0.9933,3.04,0.54,9.2,5
4378,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.333333,6
1292,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,6
2370,6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6
1272,8.1,0.5,0.47,1.1,0.037,23,126,0.9938,3.21,0.42,10.9,5
3367,6.2,0.3,0.21,1.1,0.032,31,111,0.9889,2.97,0.42,12.2,6
204,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,6
5859,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6
4600,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,7
4985,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6
3018,5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6
4087,7,0.2,0.4,1.1,0.058,30,93,0.99322,3.03,0.38,9.2,6
5727,7.8,0.57,0.09,2.3,0.065,34,45,0.99417,3.46,0.74,12.7,8
862,7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1,7
6158,6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6
5792,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5
3939,8.2,0.18,0.38,1.1,0.04,41,92,0.99062,2.88,0.6,12,6
467,7,0.14,0.32,9,0.039,54,141,0.9956,3.22,0.43,9.4,6
450,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,7
2998,6.9,0.25,0.33,1.2,0.035,35,158,0.99082,3.02,0.58,11.3,6
1528,7.9,0.28,0.49,7.7,0.045,48,195,0.9954,3.04,0.55,11,6
4982,7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,5
307,7.2,0.43,0.24,6.7,0.058,40,163,0.995,3.2,0.41,9.9,5
2340,7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6
3934,8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4
2715,6.8,0.24,0.37,7.45,0.043,59,188,0.99579,3.2,0.5,9.4,6
658,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5
3434,6.2,0.255,0.27,1.3,0.037,30,86,0.98834,3.05,0.59,12.9,7
5921,7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5
5571,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,5
4775,7.1,0.24,0.34,1.2,0.045,6,132,0.99132,3.16,0.46,11.2,4
1945,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5
802,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,5
2189,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6
3500,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,7
4264,7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,6
4753,5.1,0.25,0.36,1.3,0.035,40,78,0.9891,3.23,0.64,12.1,7
6046,10,0.41,0.45,6.2,0.071,6,14,0.99702,3.21,0.49,11.8,7
4327,7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,5
298,7.2,0.19,0.46,3.8,0.041,82,187,0.9932,3.19,0.6,11.2,7
6106,9.9,0.72,0.55,1.7,0.136,24,52,0.99752,3.35,0.94,10,5
224,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,6
337,6.3,0.23,0.33,1.5,0.036,15,105,0.991,3.32,0.42,11.2,6
1378,6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6
3003,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6,7
4058,6.6,0.17,0.36,1.9,0.036,38,110,0.99056,3.05,0.54,11.4,6
904,5.9,0.31,0.3,7.7,0.047,60,206,0.995,3.2,0.39,9.6,6
5338,7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,5
4533,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6
2891,5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4,8
2143,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,5
3737,6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4
6372,6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,5
5803,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7
2039,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,5
2346,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6
5378,9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1,6
4531,7.3,0.28,0.54,12.9,0.049,62,162.5,0.9984,3.06,0.45,9.1,6
5504,8.3,0.6,0.13,2.6,0.085,6,24,0.9984,3.31,0.59,9.2,6
1834,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
1136,6.7,0.25,0.34,12.85,0.048,30,161,0.9986,3.44,0.47,9.5,6
3686,6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6
4781,5.8,0.3,0.09,6.3,0.042,36,138,0.99382,3.15,0.48,9.7,5
5743,9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6
3980,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6
1731,9.2,0.23,0.3,1.1,0.031,40,99,0.9929,2.94,0.3,10.4,6
1964,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6
4820,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,6
5313,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,5
6097,7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6
4122,6.3,0.23,0.22,17.45,0.054,42,151,0.99853,3.12,0.6,9.3,6
6311,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6
4180,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5
5370,9.6,0.54,0.42,2.4,0.081,25,52,0.997,3.2,0.71,11.4,6
4862,5.5,0.31,0.29,3,0.027,16,102,0.99067,3.23,0.56,11.2,6
3188,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8,7
649,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,5
2211,7.4,0.24,0.26,1.6,0.058,53,150,0.9936,3.18,0.5,9.9,7
2466,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,5
1606,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9,9
439,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9,7
5537,7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7
1847,7.6,0.26,0.58,7.9,0.041,62,180,0.9966,3.07,0.38,9,5
5333,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,6
109,7.1,0.23,0.35,16.5,0.04,60,171,0.999,3.16,0.59,9.1,6
1917,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,5
6168,5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,8
1871,6.3,0.19,0.21,1.8,0.049,35,163,0.9924,3.31,0.5,10.3,6
522,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
5236,7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5
1779,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11,8
5567,10,0.73,0.43,2.3,0.059,15,31,0.9966,3.15,0.57,11,5
6019,7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8
1487,6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,6
6142,8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,5
321,6,0.1,0.24,1.1,0.041,15,65,0.9927,3.61,0.61,10.3,7
4549,6.4,0.46,0.22,14.7,0.047,51,183,0.998275,3.39,0.6,10.5,5
1447,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,6
2017,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7
3570,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,6
2025,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5
3359,6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
3211,5.8,0.33,0.23,5,0.053,29,106,0.99458,3.13,0.52,9,5
4590,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6
3879,6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5
6404,6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3
5441,9.3,0.715,0.24,2.1,0.07,5,20,0.9966,3.12,0.59,9.9,5
4226,6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,5
4987,9.3,0.39,0.44,2.1,0.107,34,125,0.9978,3.14,1.22,9.5,5
6412,6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6
3435,8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6
2249,7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6
5733,8.8,0.685,0.26,1.6,0.088,16,23,0.99694,3.32,0.47,9.4,5
3545,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,6
5493,7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,5
216,5.8,0.26,0.24,9.2,0.044,55,152,0.9961,3.31,0.38,9.4,5
2896,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,5
1312,6.3,0.23,0.22,3.75,0.039,37,116,0.9927,3.23,0.5,10.7,6
3104,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9,7
6354,6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6
3602,6.6,0.295,0.24,1.6,0.039,29,140,0.99304,3.35,0.61,10.4,7
5157,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,5
4809,7.3,0.35,0.67,8.3,0.053,10,100,0.9959,3.19,0.5,10.9,5
3358,6,0.22,0.33,12.2,0.033,25,97,0.99356,3.17,0.42,11.3,7
4975,8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5
4356,6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,6
1076,6.4,0.4,0.19,3.2,0.033,28,124,0.9904,3.22,0.54,12.7,7
1517,8.2,0.22,0.49,9.6,0.037,53,154,0.9951,3.02,0.33,10.6,6
695,7.6,0.29,0.58,17.5,0.041,51,225,0.9997,3.16,0.66,9.5,6
599,5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
662,6.8,0.25,0.34,14,0.032,47,133,0.9952,3.37,0.5,12.2,7
5995,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6
1151,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5
4526,5.8,0.13,0.22,12.7,0.058,24,183,0.9956,3.32,0.42,11.7,6
4354,7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.433333,6
4661,6.6,0.33,0.41,2,0.027,14,79,0.99063,3.27,0.63,12.4,6
2659,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3,7
3750,6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6
6204,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,5
5866,8.5,0.66,0.2,2.1,0.097,23,113,0.99733,3.13,0.48,9.2,5
521,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,5
775,9.1,0.27,0.45,10.6,0.035,28,124,0.997,3.2,0.46,10.4,9
5819,9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5
5273,14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6
698,7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5
2914,7.7,0.18,0.3,1.2,0.046,49,199,0.99413,3.03,0.38,9.3,5
1901,10,0.23,0.27,14.1,0.033,45,166,0.9988,2.72,0.43,9.7,6
5214,7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6
1335,9,0.24,0.5,1.2,0.048,26,107,0.9918,3.21,0.34,12.4,6
2595,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5,7
2053,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5
6439,6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6
6251,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5
1790,7.8,0.2,0.24,1.6,0.026,26,189,0.991,3.08,0.74,12.1,7
1269,7.6,0.31,0.29,10.5,0.04,21,145,0.9966,3.04,0.35,9.4,5
5678,7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5
1658,7.8,0.4,0.49,7.8,0.06,34,162,0.9966,3.26,0.58,11.3,6
1522,6.6,0.3,0.24,1.2,0.034,17,121,0.9933,3.13,0.36,9.2,5
1889,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5
6124,9.2,0.46,0.23,2.6,0.091,18,77,0.99922,3.15,0.51,9.4,5
1631,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,5
4072,7.6,0.26,0.32,1.3,0.048,23,76,0.9903,2.96,0.46,12,6
4278,7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,5
5260,8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6
4306,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,6
5664,9.2,0.67,0.1,3,0.091,12,48,0.99888,3.31,0.54,9.5,6
3995,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
849,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
2228,7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,5
2766,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6
1085,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,7
1025,6.8,0.34,0.74,2.8,0.088,23,185,0.9928,3.51,0.7,12,6
1216,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5
1414,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
3554,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
5196,7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,5
6449,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,5
2218,8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,6
1182,7.5,0.42,0.45,9.1,0.029,20,125,0.996,3.12,0.36,10.1,6
4363,6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,6
1397,7.3,0.18,0.29,1.2,0.044,12,143,0.9918,3.2,0.48,11.3,7
6324,8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6
5716,10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,6
383,7.5,0.35,0.28,9.6,0.051,26,157,0.9969,3.12,0.53,9.2,6
1323,5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1,6
1117,5.9,0.415,0.13,1.4,0.04,11,64,0.9922,3.29,0.52,10.5,5
6230,7.8,0.87,0.26,3.8,0.107,31,67,0.99668,3.26,0.46,9.2,5
1563,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,7
2495,7.6,0.31,0.23,12.7,0.054,20,139,0.99836,3.16,0.5,9.7,4
354,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9,7
1601,7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6
5008,8.1,0.785,0.52,2,0.122,37,153,0.9969,3.21,0.69,9.3,5
5909,8.9,0.28,0.45,1.7,0.067,7,12,0.99354,3.25,0.55,12.3,7
343,6.4,0.26,0.42,9.7,0.044,30,140,0.9962,3.18,0.47,9.1,6
4416,6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,5
671,7.8,0.42,0.26,9.2,0.058,34,199,0.9972,3.14,0.55,9.3,6
3330,6.7,0.21,0.34,1.4,0.049,36,112,0.99091,3.02,0.5,11,6
1476,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
990,7.7,0.28,0.39,8.9,0.036,8,117,0.9935,3.06,0.38,12,7
1303,7.4,0.19,0.42,6.4,0.067,39,212,0.9958,3.3,0.33,9.6,6
5810,9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,6
679,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7
3993,6.7,0.19,0.32,3.7,0.041,26,76,0.99173,2.9,0.57,10.5,7
1680,6.4,0.35,0.2,5.7,0.034,18,117,0.9944,3.33,0.43,10.1,5
1799,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,6
505,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6
5024,9,0.62,0.04,1.9,0.146,27,90,0.9984,3.16,0.7,9.4,5
2878,6.5,0.15,0.55,5.9,0.045,75,162,0.99482,2.97,0.4,9.3,5
269,5.3,0.585,0.07,7.1,0.044,34,145,0.9945,3.34,0.57,9.7,6
5545,7.3,0.67,0.05,3.6,0.107,6,20,0.9972,3.4,0.63,10.1,5
188,5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,5
3948,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7
4143,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7,6
536,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5
672,6.6,0.28,0.36,1.7,0.038,22,101,0.9912,3.29,0.57,11.6,6
4211,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,6
548,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8,6
4340,6.8,0.24,0.29,2,0.044,15,96,0.99232,3.23,0.64,10.4,8
1481,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,6
3519,7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5
5703,8.4,0.52,0.22,2.7,0.084,4,18,0.99682,3.26,0.57,9.9,6
2975,7.5,0.19,0.4,7.1,0.056,50,110,0.9954,3.06,0.52,9.9,6
3652,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
5670,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5
192,6.8,0.28,0.4,22,0.048,48,167,1.001,2.93,0.5,8.7,5
6093,7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6
1371,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,6
3975,6.5,0.29,0.52,7.9,0.049,35,192,0.99551,3.16,0.51,9.5,6
3827,5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6
246,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,6
3245,6.7,0.21,0.36,8.55,0.02,20,86,0.99146,3.19,0.22,13.4,7
6321,7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6
700,7.4,0.31,0.48,14.2,0.042,62,204,0.9983,3.06,0.59,9.4,5
5255,11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,5
3641,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,6
5816,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6
5840,9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7
473,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,6
6180,7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6
3994,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7
1506,9.2,0.18,0.49,1.5,0.041,39,130,0.9945,3.04,0.49,9.8,7
2142,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,5
6358,7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7
3960,5.6,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6
755,5.9,0.35,0.47,2.2,0.11,14,138,0.9932,3.09,0.5,9.1,5
3733,7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5
4335,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
1321,7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6
319,5.9,0.3,0.47,7.85,0.03,19,133,0.9933,3.52,0.43,11.5,7
1249,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,7
3973,6.8,0.37,0.67,1.5,0.175,16,98,0.99244,3.06,0.56,10.3,6
4570,6.2,0.2,0.32,2.8,0.05,17,126,0.9936,3.18,0.55,9.4,6
5669,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6
4883,5.5,0.32,0.13,1.3,0.037,45,156,0.99184,3.26,0.38,10.7,5
1438,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,7
3,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,6
2818,6.7,0.19,0.39,1,0.032,14,71,0.98912,3.31,0.38,13,7
6149,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
3031,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
2723,7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7
1826,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,5
2449,6.6,0.26,0.27,1.5,0.04,19,114,0.99295,3.36,0.62,10.5,6
340,6.6,0.18,0.35,1.5,0.049,49,141,0.9934,3.43,0.85,10.2,7
3141,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
5575,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,6
5298,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,5
1160,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
4721,6.6,0.27,0.32,1.3,0.044,18,93,0.99044,3.11,0.56,12.25,5
4314,6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,6
2313,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5
4513,6.1,0.27,0.32,1.1,0.034,24,110,0.9898,3.36,0.4,12.5,6
1959,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6
5327,9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5
4270,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,5
5805,7.2,0.54,0.27,2.6,0.084,12,78,0.9964,3.39,0.71,11,5
5004,8.1,0.575,0.22,2.1,0.077,12,65,0.9967,3.29,0.51,9.2,5
2927,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,8
5639,8.3,0.76,0.29,4.2,0.075,12,16,0.9965,3.45,0.68,11.5,6
3849,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6
3781,6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5
1537,8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
4856,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,6
3166,6.1,0.68,0.52,1.4,0.037,32,123,0.99022,3.24,0.45,12,6
971,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7
5237,12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6
3030,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,8
3201,5.2,0.31,0.36,5.1,0.031,46,145,0.9897,3.14,0.31,12.4,7
6096,7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6
6379,5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,4
