@relation winequality-white-weka.filters.unsupervised.attribute.AddID-Cfirst-NID-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.AddID-Cfirst-Ntype_of_wine-weka.filters.unsupervised.instance.Resample-S1-Z80.0-no-replacement-V

@attribute type_of_wine numeric
@attribute fixed_acidity numeric
@attribute volatile_acidity numeric
@attribute citric_acid numeric
@attribute residual_sugar numeric
@attribute chlorides numeric
@attribute free_sulfur_dioxide numeric
@attribute total_sulfur_dioxide numeric
@attribute density numeric
@attribute pH numeric
@attribute sulphates numeric
@attribute alcohol numeric
@attribute quality {quality,3,4,5,6,7,8,9}

@data
3987,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6
906,8.4,0.19,0.42,1.6,0.047,9,101,0.994,3.06,0.65,11.1,4
3228,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5,6
6264,7.8,0.5,0.09,2.2,0.115,10,42,0.9971,3.18,0.62,9.5,5
5101,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5
910,7.5,0.24,0.31,13,0.049,46,217,0.9985,3.08,0.53,8.8,5
4447,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1,6
912,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5
913,6.3,0.34,0.19,5.8,0.041,22,145,0.9943,3.15,0.63,9.9,5
1583,8.4,0.24,0.49,7.4,0.039,46,108,0.9934,3.03,0.33,11.9,7
5047,6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,6
1744,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,6
917,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3,7
2623,6.6,0.26,0.21,2.9,0.026,48,126,0.99089,3.22,0.38,11.3,7
2391,7,0.28,0.26,1.7,0.042,34,130,0.9925,3.43,0.5,10.7,8
4187,7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,5
921,7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,7
922,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
923,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6
2540,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,5
3614,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,6
926,6.3,0.27,0.23,2.9,0.047,13,100,0.9936,3.28,0.43,9.8,5
1320,6.4,0.25,0.53,6.6,0.038,59,234,0.9955,3.03,0.42,8.8,5
5595,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5,6
6102,9.9,0.74,0.19,5.8,0.111,33,76,0.99878,3.14,0.55,9.4,5
930,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,5
4497,7.5,0.24,0.29,1.1,0.046,34,84,0.9902,3.04,0.39,11.45,6
3274,6.4,0.23,0.32,1.9,0.038,40,118,0.99074,3.32,0.53,11.8,7
933,6.5,0.26,0.28,12.5,0.046,80,225,0.99685,3.18,0.41,10,6
6225,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
3833,6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5
3976,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,7
4399,7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
2611,6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,5
2427,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
940,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,7
6247,7.2,0.655,0.03,1.8,0.078,7,12,0.99587,3.34,0.39,9.5,5
6058,10.2,0.41,0.43,2.2,0.11,11,37,0.99728,3.16,0.67,10.8,5
3055,5.8,0.15,0.31,5.9,0.036,7,73,0.99152,3.2,0.43,11.9,6
2401,9.2,0.19,0.42,2,0.047,16,104,0.99517,3.09,0.66,10,4
3720,6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5
3601,6.8,0.12,0.3,12.9,0.049,32,88,0.99654,3.2,0.35,9.9,6
3409,7.1,0.32,0.3,9.9,0.041,63,192,0.99642,3.12,0.49,10.2,6
948,8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,5
2517,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6
950,7.3,0.25,0.39,6.4,0.034,8,84,0.9942,3.18,0.46,11.5,5
4080,5.4,0.265,0.28,7.8,0.052,27,91,0.99432,3.19,0.38,10.4,6
4620,6.4,0.62,0.12,4.7,0.06,33,196,0.99556,3.22,0.48,8.9,5
5736,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
4507,6.6,0.19,0.28,1.1,0.044,38,100,0.9904,3.22,0.69,11.2,6
2049,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5
1869,7.4,0.21,0.27,7.3,0.031,41,144,0.9932,3.15,0.38,11.8,7
957,7.5,0.32,0.26,1.8,0.042,13,133,0.9938,3.07,0.38,9.5,5
4545,5.8,0.28,0.3,3.9,0.026,36,105,0.98963,3.26,0.58,12.75,6
2342,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5
6103,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7
5505,9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7
3880,6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4
1620,6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8
5700,8.6,0.55,0.09,3.3,0.068,8,17,0.99735,3.23,0.44,10,5
1885,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,5
5165,8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4
967,6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,6
1638,8.1,0.12,0.49,1.2,0.042,43,160,0.9934,3.13,0.48,9.7,6
969,6.5,0.08,0.33,1.9,0.028,23,93,0.991,3.34,0.7,12,7
5387,11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7
5515,9.6,0.6,0.5,2.3,0.079,28,71,0.9997,3.5,0.57,9.7,5
6242,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6
3553,5.7,0.22,0.22,16.65,0.044,39,110,0.99855,3.24,0.48,9,6
5496,11.9,0.58,0.58,1.9,0.071,5,18,0.998,3.09,0.63,10,6
2035,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,5
976,7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5
5121,6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5
2695,6.2,0.28,0.27,10.3,0.03,26,108,0.99388,3.2,0.36,10.7,6
1829,7.3,0.17,0.23,6.3,0.051,35,240,0.9963,3.36,0.54,10,6
980,6,0.2,0.71,1.6,0.15,10,54,0.9927,3.12,0.47,9.8,5
981,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,6
5293,12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5
6273,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3
2631,5.9,0.445,0.26,1.4,0.027,23,109,0.99148,3.3,0.36,10.5,6
5285,7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6
2012,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5
4185,6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7
1777,6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5
3757,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5
4557,6.1,0.2,0.4,1.9,0.028,32,138,0.9914,3.26,0.72,11.7,5
991,8.6,0.16,0.38,3.4,0.04,41,143,0.9932,2.95,0.39,10.2,6
6081,10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6
3763,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5
1609,6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5
5629,9.5,0.55,0.66,2.3,0.387,12,37,0.9982,3.17,0.67,9.6,5
1897,7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6
2445,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5
5341,15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7
4045,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
2858,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6,8
1883,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
1949,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,7
1446,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6
4458,6,0.28,0.29,19.3,0.051,36,174,0.99911,3.14,0.5,9,5
1920,7.3,0.22,0.5,13.7,0.049,56,189,0.9994,3.24,0.66,9,6
3511,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,6
2875,5.4,0.23,0.36,1.5,0.03,74,121,0.98976,3.24,0.99,12.1,7
2865,5.3,0.16,0.39,1,0.028,40,101,0.99156,3.57,0.59,10.6,6
4442,6.6,0.27,0.25,1.2,0.033,36,111,0.98918,3.16,0.37,12.4,6
1010,8.3,0.15,0.39,1.3,0.055,32,146,0.993,3.08,0.39,10.5,6
1011,7.6,0.16,0.44,1.4,0.043,25,109,0.9932,3.11,0.75,10.3,6
1012,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2,7
2260,7.2,0.39,0.54,1.4,0.157,34,132,0.99449,3.11,0.53,9,6
4184,6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,7
3690,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8
1016,7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,5
4462,7.7,0.28,0.24,2.4,0.044,29,157,0.99312,3.27,0.56,10.6,6
3654,6.3,0.32,0.17,17.75,0.06,51,190,0.99916,3.13,0.48,8.8,6
5975,9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,6
1020,8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6
1021,8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
5265,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7
1419,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,5
3949,5.7,0.14,0.3,5.4,0.045,26,105,0.99469,3.32,0.45,9.3,5
2202,6,0.28,0.27,2.3,0.051,23,147,0.994,3.23,0.67,10.3,6
1026,6.2,0.15,0.46,1.6,0.039,38,123,0.993,3.38,0.51,9.7,6
3805,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5
5599,10.6,1.02,0.43,2.9,0.076,26,88,0.9984,3.08,0.57,10.1,6
3182,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,6
2651,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,5
2104,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,5
5612,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,5
5195,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5
5246,13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,6
2874,5.8,0.21,0.32,1.6,0.045,38,95,0.98946,3.23,0.94,12.4,8
4568,5.8,0.28,0.66,9.1,0.039,26,159,0.9965,3.66,0.55,10.8,5
5549,10.7,0.43,0.39,2.2,0.106,8,32,0.9986,2.89,0.5,9.6,5
2333,6.3,0.4,0.32,10.6,0.049,38,209,0.9981,3.47,0.59,9.3,6
1314,9.2,0.32,0.42,1.3,0.046,14,186,0.9949,3.08,0.48,9.6,5
1040,7.5,0.17,0.34,1.4,0.035,13,102,0.9918,3.05,0.74,11,5
4636,5.8,0.345,0.15,10.8,0.033,26,120,0.99494,3.25,0.49,10,6
3433,7.8,0.29,0.29,3.15,0.044,41,117,0.99153,3.24,0.35,11.5,5
4508,5.1,0.305,0.13,1.75,0.036,17,73,0.99,3.4,0.51,12.333333,5
5607,7.8,0.545,0.12,2.5,0.068,11,35,0.996,3.34,0.61,11.6,6
4990,8.6,0.49,0.28,1.9,0.11,20,136,0.9972,2.93,1.95,9.9,6
2388,6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,4
3486,7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,7
1939,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5
6398,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6
4971,7.7,0.69,0.22,1.9,0.084,18,94,0.9961,3.31,0.48,9.5,5
4313,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
2699,6.9,0.31,0.32,1.2,0.024,20,166,0.99208,3.05,0.54,9.8,6
2243,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,5
2221,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,6
1055,7,0.31,0.52,1.7,0.029,5,61,0.9918,3.07,0.43,10.4,5
4286,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
1973,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,5
4829,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
5814,8.6,0.315,0.4,2.2,0.079,3,6,0.99512,3.27,0.67,11.9,6
3536,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5
3241,6.4,0.16,0.42,1,0.036,29,113,0.9908,3.18,0.52,11,6
5929,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7
3259,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
4250,5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,6
4934,7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,6
1066,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,5
1067,6.4,0.3,0.51,5.5,0.048,62,172,0.9942,3.08,0.45,9.1,6
3214,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,6
2970,6.7,0.2,0.3,1.4,0.025,17,76,0.99104,3.11,0.44,11,6
5434,9.1,0.22,0.24,2.1,0.078,1,28,0.999,3.41,0.87,10.3,6
3596,7.2,0.16,0.29,1,0.031,40,123,0.98958,3.12,0.4,12.1,7
1969,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6
4119,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12,8
5958,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7
3419,7.2,0.37,0.4,11.6,0.032,34,214,0.9963,3.1,0.51,9.8,6
5358,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,3
6415,6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,5
5244,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5
6406,7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6
6080,9.8,0.39,0.43,1.65,0.068,5,11,0.99478,3.19,0.46,11.4,5
1671,7.8,0.24,0.18,6.7,0.046,33,160,0.9963,3.2,0.56,9.8,6
4632,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9,7
2804,5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5,8
6223,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6
5402,10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7
1086,7.3,0.31,0.69,10.2,0.041,58,160,0.9977,3.06,0.45,8.6,5
4208,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7
1644,8.1,0.3,0.49,12.3,0.049,50,144,0.9971,3.09,0.57,10.2,7
5997,8,0.31,0.45,2.1,0.216,5,16,0.99358,3.15,0.81,12.5,7
1090,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6,7
1737,6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5
1092,7.2,0.21,0.35,14.5,0.048,35,178,0.9982,3.05,0.47,8.9,6
3847,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6
2531,5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6
2657,7.1,0.23,0.24,5.4,0.039,60,196,0.9948,3.19,0.78,10,4
5709,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,5
2214,7.4,0.17,0.29,1.4,0.047,23,107,0.9939,3.52,0.65,10.4,6
5339,12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,8
1904,7.8,0.34,0.27,1.2,0.04,25,106,0.9932,3.01,0.55,10.4,5
1832,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
5911,7.7,1.005,0.15,2.1,0.102,11,32,0.99604,3.23,0.48,10,5
4400,6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,5
6352,7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,5
3665,5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8
5357,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7
1106,5.5,0.32,0.45,4.9,0.028,25,191,0.9922,3.51,0.49,11.5,7
1107,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2,8
6036,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
2406,6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5,5
2050,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7,7
2246,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,7
1589,7.3,0.3,0.74,13.5,0.039,46,165,0.9982,3.02,0.4,8.7,5
1113,6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9,6
5917,8,0.18,0.37,0.9,0.049,36,109,0.99007,2.89,0.44,12.7,6
4858,7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6
2740,6.8,0.32,0.28,4.8,0.034,25,100,0.99026,3.08,0.47,12.4,7
4073,7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7
4945,7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,5
1628,8.9,0.32,0.49,1.6,0.05,17,131,0.9956,3.13,0.34,9.4,5
2040,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
4788,3.9,0.225,0.4,4.2,0.03,29,118,0.989,3.57,0.36,12.8,8
2755,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5
5213,7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,5
1124,9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,5
2654,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,5
1126,6.3,0.55,0.45,13,0.047,33,182,0.9974,3.2,0.46,9.2,6
1127,6.5,0.115,0.29,1.95,0.038,73,166,0.989,3.12,0.25,12.9,7
2676,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3,7
3824,6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5
2241,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,5
4833,5.9,0.32,0.26,1.5,0.057,17,141,0.9917,3.24,0.36,10.7,5
4460,5.9,0.22,0.18,6.4,0.041,28,120,0.99403,3.27,0.5,9.9,5
5021,7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,5
1896,7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6
1349,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2,8
3881,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6
1533,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,7
1647,6.4,0.22,0.49,7.5,0.054,42,151,0.9948,3.27,0.52,10.1,6
2850,7.7,0.43,0.37,10,0.169,22,210,0.99776,3.02,0.64,9.5,5
1377,6.9,0.27,0.41,1.7,0.047,6,134,0.9929,3.15,0.69,11.4,6
1141,8.5,0.16,0.33,1,0.076,17,57,0.9921,3.14,0.46,10.6,6
1142,9.3,0.34,0.49,7.3,0.052,30,146,0.998,3.17,0.61,10.2,5
2884,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,7
1144,7.2,0.24,0.3,1.6,0.048,27,131,0.9933,3.25,0.45,10.5,5
2450,6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6
5152,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,5
3113,7.6,0.23,0.34,1.6,0.043,24,129,0.99305,3.12,0.7,10.4,5
5134,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,6
3258,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6
1895,6.8,0.35,0.44,6.5,0.056,31,161,0.9952,3.14,0.44,9.5,5
3255,7.1,0.38,0.4,2.2,0.042,54,201,0.99177,3.03,0.5,11.4,5
4500,5.2,0.38,0.26,7.7,0.053,20,103,0.9925,3.27,0.45,12.2,6
2163,9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,6
2569,6.8,0.28,0.36,7,0.043,60,207,0.99556,3.16,0.49,9.6,6
2301,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,7
2059,7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,5
2314,6.8,0.32,0.3,3.3,0.029,15,80,0.99061,3.33,0.63,12.6,7
1158,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,6
3429,6.4,0.32,0.27,4.9,0.034,18,122,0.9916,3.36,0.71,12.5,6
3157,6.1,0.17,0.42,15.1,0.033,28,124,0.99684,2.87,0.47,9.5,5
3025,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,6
1405,9,0.31,0.48,6.6,0.043,11,73,0.9938,2.9,0.38,11.6,5
2337,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5
4305,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,6
6381,7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,4
4800,6.2,0.26,0.2,8,0.047,35,111,0.99445,3.11,0.42,10.4,6
1167,6.1,0.45,0.27,0.8,0.039,13,82,0.9927,3.23,0.32,9.5,5
3304,6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7
6047,7.8,0.39,0.42,2,0.086,9,21,0.99526,3.39,0.66,11.6,6
5862,8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,6
1171,7.7,0.25,0.43,4.5,0.062,20,115,0.9966,3.38,0.5,9.9,6
1172,8.2,0.61,0.45,5.4,0.03,15,118,0.9954,3.14,0.34,9.6,5
2461,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5
2095,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,5
1175,7.2,0.26,0.26,12.7,0.036,49,214,0.9986,3.41,0.5,10,6
1176,6.4,0.25,0.41,8.6,0.042,57,173,0.9965,3,0.44,9.1,5
4865,6,0.41,0.23,1.1,0.066,22,148,0.99266,3.3,0.47,9.633333,5
4703,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
4907,7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7
6108,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2,7
4123,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,6
5688,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,5
1183,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5
6090,6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5
1494,8,0.34,0.49,9,0.033,39,180,0.9936,3.13,0.38,12.3,8
2471,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5
5640,9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,5
1996,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,6
4628,6.1,0.19,0.37,2.6,0.041,24,99,0.99153,3.18,0.5,10.9,6
3054,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,5
3066,7,0.15,0.38,15.3,0.045,54,120,0.9975,3.18,0.42,9.8,6
4077,7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5
2577,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5
1194,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
1453,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6
2140,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,5
1614,8,0.14,0.49,1.5,0.035,42,120,0.9928,3.26,0.4,10.6,7
1198,7.3,0.22,0.4,14.75,0.042,44.5,129.5,0.9998,3.36,0.41,9.1,7
5585,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,5
1652,6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6
4412,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
3923,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7
3656,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13,7
3368,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
3475,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
2254,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,5
3402,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,5
